"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"8","8.a","8.a.1","C080a01","Aid for Trade commitments and disbursements","DC_TOF_TRDCMDL","SD","Total official flows commitments for Aid for Trade, by donor","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323.22","NA, 16, 203","255.52","NA, 17, 203","329.89","NA, 18, 203","479.30","NA, 19, 203","454.90","NA, 20, 203","603.24","NA, 21, 203","577.10","NA, 22, 203","475.69","NA, 23, 203","619.48","NA, 24, 203","398.18","NA, 25, 203","713.24","NA, 26, 203","",""
"8","8.a","8.a.1","C080a01","Aid for Trade commitments and disbursements","DC_TOF_TRDDBMDL","SD","Total official flows disbursed for Aid for Trade, by donor","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227.58","NA, 17, 204","292.72","NA, 18, 204","286.98","NA, 19, 204","339.03","NA, 20, 204","664.66","NA, 21, 204","671.90","NA, 22, 204","503.38","NA, 23, 204","472.81","NA, 24, 204","330.66","NA, 25, 204","342.74","NA, 26, 204","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_FRGHTKM","SD","Freight volume (tonne kilometres), by road transport","M49_NAM","CAN","Canada","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135,625.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_PSSGRKM","SD","Passenger volume (passenger kilometres), by road transport","M49_NAM","CAN","Canada","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317,547.00","M, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_FRGHTKM","SD","Freight volume (tonne kilometres), by rail transport","M49_NAM","CAN","Canada","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267,642.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_PSSGRKM","SD","Passenger volume (passenger kilometres), by rail transport","M49_NAM","CAN","Canada","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,341.00","E, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHT","SD","Freight volume, by air transport","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","794,167.34","NA, 26, 105","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHTKM","SD","Freight volume (tonne kilometres), by air transport","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,074,830,881.07","NA, 26","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_MAILTKM","SD","Mail volume (tonne kilometres), by air transport","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86,989,207.72","NA, 26, 105","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGR","SD","Passenger volume, by air transport","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80,228,301.72","NA, 26, 105","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGRKM","SD","Passenger volume (passenger kilometres), by air transport","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177,507,493,239.40","NA, 26","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANF","SD","Manufacturing value added share in GDP at constant 2010 United States dollars","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","14.59","M, 11, 106","13.75","M, 12, 106","13.45","M, 13, 106","13.12","M, 14, 106","12.90","M, 15, 106","12.72","M, 16, 106","12.25","M, 17, 106","11.79","M, 18, 106","11.11","M, 19, 106","9.87","M, 20, 106","10.06","M, 21, 106","10.03","M, 22, 106","10.02","M, 23, 106","10.00","M, 24, 106","10.04","M, 25, 106","9.75","M, 26, 106","9.47","M, 27, 106"
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANFPC","SD","Manufacturing value added per capita at constant 2010 United States dollars","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6,354.96","M, 11, 106","5,990.37","M, 12, 106","5,971.26","M, 13, 106","5,875.62","M, 14, 106","5,927.49","M, 15, 106","5,938.74","M, 16, 106","5,801.56","M, 17, 106","5,664.62","M, 18, 106","5,316.40","M, 19, 106","4,555.21","M, 20, 106","4,747.09","M, 21, 106","4,832.76","M, 22, 106","4,849.55","M, 23, 106","4,900.35","M, 24, 106","4,984.08","M, 25, 106","4,840.19","M, 26, 106","4,711.39","M, 27, 106"
"9","9.2","9.2.2","C090202","Manufacturing employment as a proportion of total employment","SL_TLF_MANF","SD","Manufacturing employment as a proportion of total employment","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","15.19","M, 11, 107","14.88","M, 12, 107","14.97","M, 13, 107","14.54","M, 14, 107","14.43","M, 15, 107","13.67","M, 16, 107","12.82","M, 17, 107","12.08","M, 18, 107","11.33","M, 19, 107","10.43","M, 20, 107","10.08","M, 21, 107","10.00","M, 22, 107","10.02","M, 23, 107","9.74","M, 24, 107","9.61","M, 25, 107","9.54","M, 26, 107","9.37","M, 27, 107"
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2","+","Emissions of carbon dioxide","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","516.17","C, 11, 108","508.49","C, 12, 108","514.35","C, 13, 108","534.16","C, 14, 108","526.09","C, 15, 108","535.08","C, 16, 108","524.12","C, 17, 108","556.24","C, 18, 108","542.85","C, 19, 108","513.67","C, 20, 108","525.85","C, 21, 108","535.83","C, 22, 108","537.20","C, 23, 108","549.67","C, 24, 108","554.80","C, 25, 108","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2GDP","+","Emissions of carbon dioxide per unit of GDP (PPP)","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","kg CO2 equivalent per USD1 constant 2005 PPP GDP","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","C, 11, 108","0.44","C, 12, 108","0.43","C, 13, 108","0.44","C, 14, 108","0.42","C, 15, 108","0.42","C, 16, 108","0.40","C, 17, 108","0.41","C, 18, 108","0.40","C, 19, 108","0.39","C, 20, 108","0.39","C, 21, 108","0.38","C, 22, 108","0.38","C, 23, 108","0.38","C, 24, 108","0.37","C, 25, 108","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2MVA","+","Emissions of carbon dioxide per unit of Manufacturing Value Added","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms per constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34","M, 11, 109","0.32","M, 12, 109","0.32","M, 13, 109","0.32","M, 14, 109","0.33","M, 15, 109","0.31","M, 16, 109","0.31","M, 17, 109","0.32","M, 18, 109","0.31","M, 19, 109","0.31","M, 20, 109","0.31","M, 21, 109","0.33","M, 22, 109","0.33","M, 23, 109","0.32","M, 24, 109","0.31","M, 25, 109","","","",""
"9","9.5","9.5.1","C090501","Research and development expenditure as a proportion of GDP","GB_XPD_RSDV","SD","Research and development (R&D) expenditure as a proportion of GDP","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87","C","2.04","C","1.99","C","1.99","C","2.01","C","1.99","C","1.96","C","1.92","C","1.87","C","1.92","C","1.84","C","1.80","C","1.79","C, 205","1.69","C","1.61","C, 206","","","",""
"9","9.5","9.5.2","C090502","Researchers (in full-time equivalent) per million inhabitants","GB_POP_SCIERD","SD","Researchers (in full-time equivalent) per million inhabitants","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per million population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","3,514.00","C","3,695.00","C","3,706.00","C","3,900.00","C","4,085.00","C","4,238.00","C","4,313.00","C","4,588.00","C","4,712.00","C","4,451.00","C","4,649.00","C","4,786.00","C","4,634.00","C","4,519.00","C","","","","","",""
"9","9.b","9.b.1","C090b01","Proportion of medium and high-tech industry value added in total value added","NV_IND_TECH","SD","Proportion of medium and high-tech industry value added in total value added","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","44.00","M, 11, 110","42.01","M, 12, 110","41.59","M, 13, 110","40.94","M, 14, 110","36.66","M, 15, 110","37.58","M, 16, 110","37.84","M, 17, 110","38.81","M, 18, 110","37.87","M, 19, 110","31.22","M, 20, 110","30.40","M, 21, 110","30.12","M, 22, 110","30.61","M, 23, 110","30.57","M, 24, 110","30.57","M, 25, 110","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_2GNTWK","SD","Proportion of population covered by at least a 2G mobile network","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","90.00","11, 112, 207","","","","","","","94.00","15, 112, 207","97.00","16, 112, 207","98.00","17, 112, 207","98.00","18, 112, 207","98.00","19, 112","99.00","20, 114, 208","99.00","21, 115, 208","99.00","22, 115, 208","99.00","23, 115, 208","99.00","24, 115, 208","99.00","25, 115, 209","99.30","26, 115, 210","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_3GNTWK","SD","Proportion of population covered by at least a 3G mobile network","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","78.00","11, 113","","","96.00","13, 114","98.00","14, 115","99.00","15, 115, 208","99.00","16, 115, 208","99.00","17, 115, 208","99.00","18, 115, 209","99.30","19, 115, 210","96.00","20, 114","98.00","21, 115","99.00","22, 115, 208","99.00","23, 115, 208","99.00","24, 115, 208","99.00","25, 115, 209","99.30","26, 115, 210","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_4GNTWK","SD","Proportion of population covered by at least a 4G mobile network","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.00","25, 115, 211","97.40","26, 115, 211","",""
"10","10.1","10.1.1","C100101","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","SI_HEI_BTN40","SD","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14","G, 21, 212","","","","","","","","","","","",""
"10","10.4","10.4.1","C100401","Labour share of GDP, comprising wages and social protection transfers","SL_EMP_GTOTL","SD","Labour share of GDP, comprising wages and social protection transfers","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","56.11","E, 11, 116, 213","56.02","E, 12, 116, 213","55.79","E, 13, 116, 213","55.16","E, 14, 116, 213","54.59","E, 15, 116, 213","54.15","E, 16, 116, 213","54.56","E, 17, 116, 213","55.01","E, 18, 116, 213","54.58","E, 19, 116, 213","57.20","E, 20, 116, 213","55.52","E, 21, 116, 213","54.80","E, 22, 116, 213","55.47","E, 23, 116, 213","55.65","E, 24, 116, 213","55.39","E, 25, 116, 213","56.46","E, 26, 116, 213","56.01","E, 27, 116, 213"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRADB","SD","Proportion of developing countries in the membership of the Asian Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69","G, 11, 118","","","","","","","","","1.56","G, 16, 128","","","","","","","","","1.49","G, 21, 135","","","","","","","","","1.49","G, 26, 144","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRAFDB","SD","Proportion of developing countries in the membership of the African Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30","G, 11, 117","","","","","","","","","1.30","G, 16, 127","","","","","","","","","1.30","G, 21, 134","","","","","","","1.27","G, 25, 142","1.25","G, 26, 143","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRECOSOC","SD","Proportion of developing countries in the membership of the UN Economic and Social Council","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 122","","","","","","","","","1.85","G, 16, 133","","","","","","","","","1.85","G, 21, 141","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRFSB","SD","Proportion of developing countries in the membership of the Financial Stability Board","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17","G, 21, 136","","","","","","","","","4.17","G, 26, 145","4.17","G, 27, 150"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIABD","SD","Proportion of developing countries in the membership of the Inter-American Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.17","G, 11, 121","","","","","","","","","2.13","G, 16, 131","","","","","","","","","2.08","G, 21, 139","","","","","","","","","2.08","G, 26, 148","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIBRD","SD","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","G, 11, 124","","","","","","","","","0.54","G, 16, 132","","","","","","","","","0.53","G, 21, 140","","","","","","","","","0.53","G, 26, 149","0.53","G, 27, 153"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIFC","SD","Proportion of developing countries in the membership of the International Finance Corporation","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","G, 11, 119","","","","","","","","","0.56","G, 16, 129","","","","","","","","","0.55","G, 21, 137","","","","","","","","","0.54","G, 26, 146","0.54","G, 27, 151"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIMF","SD","Proportion of developing countries in the membership of the International Monetary Fund","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","G, 11, 120","","","","","","","","","0.55","G, 16, 130","","","","","","","","","0.55","G, 21, 138","","","","","","","","","0.53","G, 26, 147","0.53","G, 27, 152"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNGA","SD","Proportion of developing countries in the membership of the UN General Assembly","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 125","","","","","","","","","0.52","G, 16, 125","","","","","","","","","0.52","G, 21, 125","","","","","","","","","0.52","G, 26, 125","0.52","G, 27, 125"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNSC","SD","Proportion of developing countries in the membership of the UN Security Council","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","G, 11, 123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRWTO","SD","Proportion of developing countries in the membership of the World Trade Organisation","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","G, 11, 126","","","","","","","","","0.67","G, 16, 126","","","","","","","","","0.65","G, 21, 126","","","","","","","","","0.63","G, 26, 126","0.62","G, 27, 154"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTADB","SD","Proportion of voting rights of developing countries in the Asian Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","4.60","G, 11, 118","","","","","","","","","4.53","G, 16, 128","","","","","","","","","5.05","G, 21, 135","","","","","","","","","4.49","G, 26, 144","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTAFDB","SD","Proportion of voting rights of developing countries in the African Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","3.87","G, 11, 117","","","","","","","","","3.72","G, 16, 127","","","","","","","","","3.65","G, 21, 134","","","","","","","3.80","G, 25, 142","3.80","G, 26, 143","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTECOSOC","SD","Proportion of voting rights of developing countries in the UN Economic and Social Council","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 122","","","","","","","","","1.85","G, 16, 133","","","","","","","","","1.85","G, 21, 141","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTFSB","SD","Proportion of voting rights of developing countries in the Financial Stability Board","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.77","G, 21, 136","","","","","","","","","5.26","G, 26, 145","5.26","G, 27, 150"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIABD","SD","Proportion of voting rights of developing countries in the Inter-American Development Bank","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00","G, 11, 121","","","","","","","","","4.00","G, 16, 131","","","","","","","","","4.00","G, 21, 139","","","","","","","","","4.00","G, 26, 148","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIBRD","SD","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","G, 11, 124","","","","","","","","","0.05","G, 16, 132","","","","","","","","","0.05","G, 21, 140","","","","","","","","","2.66","G, 26, 149","2.56","G, 27, 153"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIFC","SD","Proportion of voting rights of developing countries in the International Finance Corporation","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","G, 11, 119","","","","","","","","","0.01","G, 16, 129","","","","","","","","","0.01","G, 21, 137","","","","","","","","","3.03","G, 26, 146","3.03","G, 27, 151"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIMF","SD","Proportion of voting rights of developing countries in the International Monetary Fund","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99","G, 11, 120","","","","","","","","","2.94","G, 16, 130","","","","","","","","","2.89","G, 21, 138","","","","","","","","","2.56","G, 26, 147","2.24","G, 27, 152"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTUNGA","SD","Proportion of voting rights of developing countries in the UN General Assembly","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 125","","","","","","","","","0.52","G, 16, 125","","","","","","","","","0.52","G, 21, 125","","","","","","","","","0.52","G, 26, 125","0.52","G, 27, 125"
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTUNSC","SD","Proportion of voting rights of developing countries in the UN Security Council","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","G, 11, 123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTWTO","SD","Proportion of voting rights of developing countries in the World Trade Organisation","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","G, 11, 126","","","","","","","","","0.67","G, 16, 126","","","","","","","","","0.65","G, 21, 126","","","","","","","","","0.63","G, 26, 126","0.62","G, 27, 154"
"10","10.b","10.b.1","C100b01","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","DC_TRF_TOTDL","SD","Total assistance for development, by donor","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","5,786.24","NA, 11, 214","1,089.34","NA, 12, 214","1,264.50","NA, 13, 214","3,700.25","NA, 14, 214","4,738.76","NA, 15, 214","11,476.45","NA, 16, 214","11,983.59","NA, 17, 214","14,878.51","NA, 18, 214","21,150.21","NA, 19, 214","5,142.77","NA, 20, 214","19,400.94","NA, 21, 214","10,155.88","NA, 22, 214","13,399.98","NA, 23, 214","7,038.99","NA, 24, 214","15,105.91","NA, 25, 214","-75.32","NA, 26, 214","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_AALG","SD","Direct disaster economic loss, average annual loss in relation to global GDP","M49_NAM","CAN","Canada","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39","E, 27, 58, 215"
